No,Benchmark,InputData,ID,Kernel,Memory Frequency,SOL FB,Elapsed Cycles,SM Frequency,Memory [%],Duration,SOL L2,SM Active Cycles,SM [%],SOL TEX,Executed Ipc Active,Executed Ipc Elapsed,Issued Ipc Active,Issue Slots Busy,SM Busy,Memory Throughput,Mem Busy,Max Bandwidth,L2 Hit Rate,Mem Pipes Busy,L1 Hit Rate,Active Warps Per Scheduler,Eligible Warps Per Scheduler,No Eligible,Instructions Per Active Issue Slot,Issued Warp Per Scheduler,One or More Eligible,Avg. Not Predicated Off Threads Per Warp,Avg. Active Threads Per Warp,Warp Cycles Per Executed Instruction,Warp Cycles Per Issued Instruction,Warp Cycles Per Issue Active,Avg. Executed Instructions Per Scheduler,Executed Instructions,Avg. Issued Instructions Per Scheduler,Issued Instructions,Block Size,Grid Size,Registers Per Thread,Shared Memory Configuration Size,Dynamic Shared Memory Per Block,Static Shared Memory Per Block,Threads,Waves Per SM,Block Limit SM,Block Limit Registers,Block Limit Shared Mem,Block Limit Warps,Achieved Active Warps Per SM,Achieved Occupancy,Theoretical Active Warps per SM,Theoretical Occupancy
3537,gaussian,608,59,Fan1,726744186.05,4.31,5982,1086270591.09,4.31,5504,0.62,57.64,0.06,40.99,0.22,0.0,0.24,5.93,5.93,32098837209.3,0.46,4.31,51.37,0.04,1.37,3.35,0.1,93.15,1,0.07,6.85,29.31,32.0,52.35,48.9,48.9,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.82,16.91,64,100
3538,gaussian,608,60,Fan2,863670694.86,9.73,54691,1289542421.95,14.63,42368,14.63,43373.34,4.12,10.4,0.21,0.16,0.21,5.19,5.19,86025679758.31,14.63,10.86,92.5,3.48,54.64,1.33,0.07,93.49,1,0.07,6.51,14.47,15.94,20.42,20.38,20.38,2245.7,718624,2249.76,719923,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.37,6.83,32,50
3539,gaussian,608,61,Fan1,751479289.94,4.22,6074,1122750246.55,4.22,5408,0.61,60.9,0.06,38.73,0.21,0.0,0.22,5.61,5.61,32443786982.25,0.45,4.22,51.38,0.05,1.37,2.91,0.09,93.89,1,0.06,6.11,29.27,31.96,50.93,47.57,47.57,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.61,16.58,64,100
3540,gaussian,608,62,Fan2,863464447.81,9.51,54583,1288688224.91,10.46,42304,10.46,43585.16,4.11,9.89,0.21,0.16,0.21,5.14,5.14,84045385779.12,10.46,9.51,89.13,3.48,54.03,1.28,0.07,93.43,1,0.07,6.57,14.49,15.96,19.53,19.5,19.5,2238.05,716176,2242.38,717562,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.14,6.47,32,50
3541,gaussian,608,63,Fan1,731428571.43,4.2,6124,1093154761.9,4.2,5600,0.61,60.29,0.06,39.06,0.21,0.0,0.23,5.67,5.67,31457142857.14,0.45,4.2,51.38,0.04,1.37,3.54,0.09,93.54,1,0.06,6.46,29.24,31.92,58.61,54.75,54.75,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.35,16.18,64,100
3542,gaussian,608,64,Fan2,863396226.42,9.48,54728,1288577044.03,10.88,42400,10.88,43925.96,4.1,10.21,0.2,0.16,0.2,5.1,5.1,83838490566.04,10.88,10.61,92.49,3.47,54.02,1.31,0.07,93.26,1,0.07,6.74,14.46,15.93,19.43,19.4,19.4,2238.05,716176,2242.1,717473,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.09,6.39,32,50
3543,gaussian,608,65,Fan1,749277456.65,4.17,6210,1121688342.97,4.17,5536,0.6,60.34,0.06,38.97,0.21,0.0,0.23,5.67,5.67,31971098265.9,0.44,4.17,51.38,0.04,1.37,3.67,0.1,93.41,1,0.07,6.59,29.2,31.89,59.71,55.78,55.78,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.54,16.47,64,100
3544,gaussian,608,66,Fan2,868480725.62,9.4,54936,1295867189.47,10.58,42336,10.58,43381.06,4.09,10.33,0.21,0.16,0.21,5.17,5.17,83622071050.64,10.49,10.58,92.89,3.45,54.17,1.3,0.07,93.36,1,0.07,6.64,14.43,15.89,19.66,19.62,19.62,2238.05,716176,2243.36,717874,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.23,6.6,32,50
3545,gaussian,608,67,Fan1,717514124.29,4.22,6056,1068738229.76,4.22,5664,0.61,58.21,0.06,40.33,0.22,0.0,0.23,5.87,5.87,31033898305.08,0.45,4.22,51.38,0.05,1.38,3.18,0.1,93.18,1,0.07,6.82,29.17,31.85,49.92,46.64,46.64,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.84,16.94,64,100
3546,gaussian,608,68,Fan2,856901725.43,9.39,54626,1278202363.09,10.66,42656,10.66,43496.95,4.09,10.28,0.2,0.16,0.21,5.13,5.13,82384096024.01,10.66,10.6,88.77,3.46,52.52,1.3,0.07,93.42,1,0.07,6.58,14.47,15.94,19.73,19.69,19.69,2227.52,712807,2231.6,714112,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.05,6.32,32,50
3547,gaussian,608,69,Fan1,727011494.25,4.21,6071,1090158045.98,4.21,5568,0.61,60.99,0.06,38.43,0.21,0.0,0.22,5.61,5.61,31327586206.9,0.45,4.21,51.39,0.04,1.38,3.05,0.1,93.42,1,0.07,6.58,29.13,31.81,49.64,46.37,46.37,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.65,16.64,64,100
3548,gaussian,608,70,Fan2,860377358.49,9.46,54534,1284803459.12,10.81,42400,10.81,42973.15,4.08,9.91,0.21,0.16,0.21,5.18,5.18,83305660377.36,10.81,9.46,89.08,3.45,54.5,1.34,0.07,93.17,1,0.07,6.83,14.49,15.96,19.62,19.58,19.58,2219.93,710376,2223.97,711670,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.16,6.5,32,50
3549,gaussian,608,71,Fan1,714689265.54,4.26,6051,1067855461.39,4.26,5664,0.61,60.74,0.06,38.53,0.21,0.0,0.23,5.63,5.63,31169491525.42,0.45,4.26,51.39,0.04,1.38,3.13,0.1,93.3,1,0.07,6.7,29.1,31.77,50.06,46.77,46.77,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.56,16.51,64,100
3550,gaussian,608,72,Fan2,861132075.47,9.44,54578,1285566037.74,12.31,42400,12.31,43474.64,4.08,10.19,0.2,0.16,0.2,5.12,5.12,83267924528.3,12.31,10.52,92.18,3.45,54.53,1.33,0.07,93.35,1,0.07,6.65,14.46,15.93,20.01,19.97,19.97,2219.93,710376,2225.12,712037,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.22,6.59,32,50
3551,gaussian,608,73,Fan1,744252873.56,4.04,6208,1114703065.13,4.04,5568,0.59,61.08,0.06,38.25,0.21,0.0,0.22,5.6,5.6,30821839080.46,0.44,4.04,51.39,0.04,1.38,3.03,0.1,93.28,1,0.07,6.72,29.06,31.73,48.32,45.14,45.14,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.58,16.53,64,100
3552,gaussian,608,74,Fan2,862160120.85,9.39,54563,1285939073.51,11.03,42368,11.03,43676.5,4.08,10.12,0.2,0.16,0.2,5.1,5.1,82885196374.62,11.03,10.53,92.63,3.45,54.18,1.31,0.07,93.3,1,0.07,6.7,14.43,15.89,19.63,19.59,19.59,2219.93,710376,2225.45,712143,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.1,6.41,32,50
3553,gaussian,608,75,Fan1,711538461.54,4.11,6210,1065762362.64,4.11,5824,0.59,65.3,0.06,35.72,0.2,0.0,0.21,5.24,5.24,29917582417.58,0.44,4.11,51.39,0.04,1.39,3.07,0.09,93.63,1,0.06,6.37,29.03,31.69,51.65,48.25,48.25,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.11,17.36,64,100
3554,gaussian,608,76,Fan2,863842662.63,9.4,54605,1289357980.33,10.43,42304,10.43,44098.66,4.06,10.01,0.2,0.16,0.2,5.02,5.02,83130105900.15,10.36,10.43,92.4,3.43,54.58,1.25,0.07,93.48,1,0.07,6.52,14.47,15.94,19.19,19.15,19.15,2209.45,707024,2213.5,708320,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.92,6.13,32,50
3555,gaussian,608,77,Fan1,754335260.12,4.03,6259,1130268545.28,4.03,5536,0.59,60.19,0.05,38.69,0.21,0.0,0.23,5.68,5.68,31115606936.42,0.44,4.03,51.39,0.04,1.39,3.17,0.1,93.26,1,0.07,6.74,28.99,31.66,50.25,46.94,46.94,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.46,16.35,64,100
3556,gaussian,608,78,Fan2,861142533.94,9.48,54623,1285920217.45,11.49,42432,11.49,43605.64,4.04,9.65,0.2,0.16,0.2,5.06,5.06,83613876319.76,11.49,9.48,89.1,3.41,54.26,1.3,0.07,93.18,1,0.07,6.82,14.49,15.96,19.08,19.04,19.04,2201.91,704610,2206.72,706149,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.97,6.21,32,50
3557,gaussian,608,79,Fan1,710674157.3,4.18,6045,1060949204.12,4.18,5696,0.61,59.45,0.06,39.11,0.21,0.0,0.23,5.75,5.75,30455056179.78,0.45,4.18,51.4,0.04,1.39,3.1,0.09,93.45,1,0.07,6.55,28.95,31.62,50.72,47.38,47.38,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.18,17.47,64,100
3558,gaussian,608,80,Fan2,863361090.08,9.34,54570,1289427201.61,10.37,42272,10.37,43181.68,4.05,10.14,0.2,0.16,0.2,5.11,5.11,82591975775.93,9.69,10.37,92.27,3.42,54.46,1.3,0.07,93.16,1,0.07,6.84,14.46,15.93,18.99,18.96,18.96,2201.91,704610,2205.99,705916,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.05,6.33,32,50
3559,gaussian,608,81,Fan1,713114754.1,3.98,6275,1071322859.74,3.98,5856,0.58,58.61,0.05,39.6,0.22,0.0,0.23,5.83,5.83,29043715846.99,0.43,3.98,51.4,0.04,1.39,3.45,0.1,93.43,1,0.07,6.57,28.92,31.58,56.24,52.54,52.54,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.02,17.21,64,100
3560,gaussian,608,82,Fan2,862982588.95,9.41,54514,1287700290.18,10.37,42272,10.37,43048.69,4.05,10.15,0.2,0.16,0.2,5.12,5.12,83161241483.72,10.36,10.37,92.35,3.42,54.08,1.28,0.07,93.24,1,0.07,6.76,14.43,15.89,18.9,18.86,18.86,2201.91,704610,2205.98,705913,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.39,6.86,32,50
3561,gaussian,608,83,Fan1,739884393.06,4.07,6138,1108501926.78,4.07,5536,0.6,58.15,0.06,39.85,0.22,0.0,0.24,5.88,5.88,30849710982.66,0.44,4.07,51.4,0.04,1.4,3.04,0.09,93.47,1,0.07,6.53,28.88,31.54,49.8,46.52,46.52,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.92,17.06,64,100
3562,gaussian,608,84,Fan2,860649546.83,9.34,54486,1283897438.32,10.57,42368,10.57,43564.24,4.04,10.02,0.2,0.16,0.2,5.04,5.04,82288519637.46,10.57,10.31,92.39,3.41,54.35,1.36,0.07,93.27,1,0.07,6.73,14.47,15.94,20.29,20.24,20.24,2191.48,701275,2196.77,702967,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.94,6.16,32,50
3563,gaussian,608,85,Fan1,741959064.33,4.14,6049,1104989035.09,4.14,5472,0.6,60.64,0.06,38.16,0.21,0.0,0.23,5.64,5.64,31479532163.74,0.45,4.14,51.4,0.04,1.4,3.0,0.1,93.37,1,0.07,6.63,28.85,31.5,48.46,45.27,45.27,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.74,16.77,64,100
3564,gaussian,608,86,Fan2,861678004.54,9.43,54533,1286647297.81,11.14,42336,11.14,43491.71,4.02,9.57,0.2,0.16,0.2,5.03,5.03,83235071806.5,11.14,9.43,89.84,3.39,54.4,1.26,0.07,93.28,1,0.07,6.72,14.49,15.96,18.82,18.77,18.77,2183.99,698878,2188.86,700436,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.91,6.12,32,50
3565,gaussian,608,87,Fan1,703910614.53,4.19,6020,1050628491.62,4.19,5728,0.61,57.08,0.06,40.47,0.22,0.0,0.24,5.99,5.99,30195530726.26,0.45,4.19,51.41,0.04,1.4,3.16,0.1,93.35,1,0.07,6.65,28.81,31.47,50.86,47.51,47.51,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.2,17.51,64,100
3566,gaussian,608,88,Fan2,857035364.94,9.39,54447,1278843742.16,10.21,42528,10.21,43082.88,4.02,10.04,0.2,0.16,0.2,5.08,5.08,82406320541.76,9.9,10.21,92.39,3.4,54.39,1.22,0.07,93.32,1,0.07,6.68,14.46,15.93,18.36,18.33,18.33,2183.99,698878,2188.04,700174,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.15,6.49,32,50
3567,gaussian,608,89,Fan1,758720930.23,3.91,6271,1139080668.6,3.91,5504,0.58,59.29,0.05,38.9,0.22,0.0,0.23,5.77,5.77,30366279069.77,0.43,3.91,51.41,0.04,1.4,3.78,0.1,93.26,1,0.07,6.74,28.78,31.43,60.06,56.11,56.11,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.93,17.08,64,100
3568,gaussian,608,90,Fan2,861195158.85,9.36,54450,1285678265.25,10.25,42304,10.25,42767.28,4.02,10.12,0.2,0.16,0.2,5.12,5.12,82535552193.65,10.01,10.25,92.29,3.39,53.82,1.29,0.07,93.36,1,0.07,6.64,14.43,15.89,19.44,19.4,19.4,2183.99,698878,2188.03,700171,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.07,6.36,32,50
3569,gaussian,608,91,Fan1,721264367.82,4.09,6018,1080549568.97,4.09,5568,0.6,60.02,0.06,38.36,0.21,0.0,0.23,5.7,5.7,30189655172.41,0.45,4.09,51.41,0.05,1.41,3.1,0.1,93.21,1,0.07,6.79,28.74,31.39,48.9,45.68,45.68,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.64,16.62,64,100
3570,gaussian,608,92,Fan2,861090083.27,9.32,54373,1284471202.37,10.25,42272,10.25,43450.34,4.01,9.93,0.2,0.16,0.2,5.01,5.01,82166540499.62,10.25,10.22,94.01,3.38,53.52,1.37,0.07,93.28,1,0.07,6.72,14.46,15.94,20.5,20.45,20.45,2173.62,695560,2178.5,697120,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.94,6.15,32,50
3571,gaussian,608,93,Fan1,736994219.65,4.1,6108,1103173169.56,4.1,5536,0.59,57.36,0.06,40.07,0.22,0.0,0.24,5.96,5.96,30976878612.72,0.44,4.1,51.41,0.04,1.41,3.24,0.1,93.36,1,0.07,6.64,28.71,31.35,52.17,48.74,48.74,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.15,17.43,64,100
3572,gaussian,608,94,Fan2,863842662.63,9.16,54626,1289720436.21,9.68,42304,9.68,43380.14,3.98,9.48,0.2,0.16,0.2,5.0,5.0,81057488653.56,9.68,9.16,89.68,3.36,54.12,1.24,0.07,93.19,1,0.07,6.81,14.48,15.96,18.28,18.25,18.25,2166.19,693180,2170.38,694521,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.82,5.97,32,50
3573,gaussian,608,95,Fan1,755813953.49,4.02,6209,1127513323.64,4.02,5504,0.59,59.94,0.06,38.29,0.21,0.0,0.23,5.7,5.7,31122093023.26,0.43,4.02,51.42,0.04,1.41,3.1,0.1,93.34,1,0.07,6.66,28.67,31.31,49.92,46.64,46.64,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.63,16.6,64,100
3574,gaussian,608,96,Fan2,859988670.69,9.19,54455,1283622073.26,10.09,42368,10.09,43605.31,3.99,9.8,0.2,0.16,0.2,4.98,4.98,80925981873.11,9.73,10.09,94.75,3.37,53.58,1.27,0.07,93.38,1,0.07,6.62,14.45,15.93,19.21,19.17,19.17,2166.19,693180,2170.94,694700,16,23104,16,0,0,0,369664,9.03,32,128,32,64,3.92,6.13,32,50
3575,gaussian,608,97,Fan1,735632183.91,4.06,6111,1097042624.52,4.06,5568,0.59,61.91,0.06,37.01,0.21,0.0,0.22,5.52,5.52,30568965517.24,0.44,4.06,51.42,0.04,1.41,3.19,0.1,93.09,1,0.07,6.91,28.64,31.27,49.45,46.19,46.19,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.72,16.75,64,100
3576,gaussian,608,98,Fan2,864875094.63,9.14,54673,1291394618.98,10.07,42272,10.07,43337.78,3.98,9.86,0.2,0.16,0.2,5.01,5.01,80906888720.67,9.44,10.07,92.82,3.35,53.99,1.23,0.07,93.23,1,0.07,6.77,14.42,15.89,18.26,18.23,18.23,2166.19,693180,2170.83,694667,16,23104,16,0,0,0,369664,9.03,32,128,32,64,4.0,6.25,32,50
3577,gaussian,608,99,Fan1,759339080.46,3.96,6351,1140295737.55,3.96,5568,0.57,60.42,0.05,37.86,0.21,0.0,0.23,5.66,5.66,30764367816.09,0.42,3.96,51.42,0.04,1.42,3.23,0.1,93.02,1,0.07,6.98,28.6,31.24,49.51,46.26,46.26,3.19,1022,3.42,1094,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.87,16.99,64,100
3578,gaussian,624,0,Fan2,860114777.62,10.21,57361,1283686035.39,16.19,44608,16.19,48414.1,4.4,9.87,0.21,0.18,0.21,5.2,5.2,89955523672.88,16.19,11.01,86.48,3.73,59.58,1.37,0.06,94.04,1,0.06,5.96,14.48,15.93,23.07,23.03,23.03,2514.04,804492,2518.1,805793,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.12,8.01,32,50
3579,gaussian,624,1,Fan1,729651162.79,4.48,5973,1084847383.72,4.48,5504,0.66,56.25,0.06,45.0,0.24,0.0,0.26,6.51,6.51,33436046511.63,0.49,4.48,51.28,0.05,1.43,2.73,0.09,93.42,1,0.07,6.58,28.7,31.33,44.22,41.5,41.5,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.11,17.36,64,100
3580,gaussian,624,2,Fan2,862230215.83,10.27,57314,1286926708.63,16.22,44480,16.22,47495.04,4.4,10.05,0.21,0.18,0.21,5.3,5.3,90654676258.99,16.22,11.42,95.49,3.73,61.39,1.64,0.06,93.85,1,0.06,6.15,14.45,15.9,26.73,26.68,26.68,2514.04,804492,2518.92,806053,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.81,7.52,32,50
3581,gaussian,624,3,Fan1,720930232.56,4.58,5937,1078518653.1,4.58,5504,0.66,56.3,0.06,44.89,0.24,0.0,0.26,6.51,6.51,33796511627.91,0.49,4.58,51.28,0.05,1.43,3.17,0.09,93.46,1,0.07,6.54,28.67,31.29,51.68,48.51,48.51,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.93,17.07,64,100
3582,gaussian,624,4,Fan2,867625899.28,10.06,57639,1293933603.12,17.79,44480,17.79,50778.41,4.36,9.52,0.2,0.17,0.2,4.94,4.94,89365467625.9,17.79,11.15,97.33,3.7,61.09,1.66,0.07,93.61,1,0.06,6.39,14.49,15.94,25.98,25.93,25.93,2502.8,800895,2506.84,802190,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.56,8.69,32,50
3583,gaussian,624,5,Fan1,726470588.24,4.59,5902,1084620098.04,4.59,5440,0.67,58.66,0.06,43.02,0.23,0.0,0.25,6.24,6.24,34111764705.88,0.49,4.59,51.28,0.05,1.43,3.19,0.09,93.42,1,0.07,6.58,28.64,31.26,51.71,48.54,48.54,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.93,17.07,64,100
3584,gaussian,624,6,Fan2,860272988.51,10.15,57264,1283468779.93,13.47,44544,13.47,46686.03,4.37,8.54,0.21,0.17,0.21,5.35,5.35,89409482758.62,13.47,10.15,92.02,3.71,62.69,1.52,0.06,93.69,1,0.06,6.31,14.51,15.96,24.18,24.13,24.13,2494.56,798260,2499.81,799939,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.67,7.29,32,50
3585,gaussian,624,7,Fan1,729411764.71,4.51,5929,1089522058.82,4.51,5440,0.66,61.9,0.06,40.71,0.22,0.0,0.24,5.92,5.92,33652941176.47,0.49,4.51,51.28,0.05,1.43,2.69,0.09,93.54,1,0.06,6.46,28.6,31.22,44.32,41.6,41.6,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.23,17.54,64,100
3586,gaussian,624,8,Fan2,860463029.43,10.16,57312,1284005593.44,16.11,44576,16.11,47362.29,4.37,9.94,0.21,0.17,0.21,5.28,5.28,89534816941.85,16.11,10.88,91.99,3.7,59.96,1.35,0.06,93.8,1,0.06,6.2,14.48,15.93,21.75,21.71,21.71,2494.56,798260,2499.51,799844,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.93,7.7,32,50
3587,gaussian,624,9,Fan1,724852071.01,4.6,5880,1086846646.94,4.6,5408,0.67,56.52,0.06,44.52,0.24,0.0,0.26,6.48,6.48,34147928994.08,0.49,4.6,51.29,0.05,1.44,2.83,0.09,93.49,1,0.07,6.51,28.57,31.18,46.38,43.53,43.53,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.87,16.99,64,100
3588,gaussian,624,10,Fan2,862688713.16,10.14,57398,1287469296.67,13.59,44512,13.59,48378.86,4.36,9.73,0.21,0.17,0.21,5.16,5.16,89565780014.38,13.59,10.87,90.84,3.7,61.08,1.34,0.06,94.2,1,0.06,5.8,14.45,15.9,23.11,23.08,23.08,2494.56,798260,2498.61,799554,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.17,8.08,32,50
3589,gaussian,624,11,Fan1,719298245.61,4.57,5890,1075932017.54,4.57,5472,0.67,60.21,0.06,41.73,0.23,0.0,0.24,6.08,6.08,33643274853.8,0.49,4.57,51.29,0.05,1.44,2.81,0.1,93.25,1,0.07,6.75,28.54,31.15,44.4,41.67,41.67,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.01,17.2,64,100
3590,gaussian,624,12,Fan2,865571120.69,10.09,57635,1292392540.71,17.92,44544,17.92,46569.43,4.32,10.1,0.21,0.17,0.21,5.34,5.34,89420977011.49,17.92,10.81,94.86,3.66,61.46,1.56,0.07,93.44,1,0.07,6.56,14.49,15.94,23.81,23.77,23.77,2483.38,794680,2488.4,796287,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.04,7.88,32,50
3591,gaussian,624,13,Fan1,738235294.12,4.48,6013,1104871323.53,4.48,5440,0.65,59.08,0.06,42.47,0.23,0.0,0.25,6.2,6.2,33829411764.71,0.48,4.48,51.29,0.05,1.44,2.65,0.09,93.81,1,0.06,6.19,28.51,31.11,45.58,42.78,42.78,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.03,17.23,64,100
3592,gaussian,624,14,Fan2,864126527.68,10.1,57493,1289865654.21,14.8,44512,14.8,46861.05,4.32,8.42,0.21,0.17,0.21,5.29,5.29,89396836808.05,14.8,10.1,89.51,3.66,63.48,1.53,0.06,93.82,1,0.06,6.18,14.51,15.96,24.83,24.79,24.79,2475.19,792062,2479.24,793356,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.68,7.32,32,50
3593,gaussian,624,15,Fan1,748538011.7,4.38,6136,1120827241.72,4.38,5472,0.64,59.74,0.06,41.93,0.23,0.0,0.25,6.13,6.13,33549707602.34,0.47,4.38,51.29,0.05,1.44,2.9,0.09,93.61,1,0.06,6.39,28.47,31.08,48.27,45.3,45.3,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.13,17.38,64,100
3594,gaussian,624,16,Fan2,862167982.77,10.06,57438,1286480766.93,19.2,44576,19.2,48547.38,4.33,9.72,0.2,0.17,0.2,5.11,5.11,88796841349.61,19.2,10.74,91.21,3.67,61.97,1.49,0.06,93.63,1,0.06,6.37,14.48,15.93,23.45,23.39,23.39,2475.19,792062,2481.06,793940,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.31,8.29,32,50
3595,gaussian,624,17,Fan1,754385964.91,4.33,6207,1133863304.09,4.33,5472,0.63,62.09,0.06,40.29,0.22,0.0,0.24,5.9,5.9,33444444444.44,0.46,4.33,51.29,0.05,1.44,3.26,0.09,93.66,1,0.06,6.34,28.44,31.04,54.83,51.46,51.46,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.18,17.47,64,100
3596,gaussian,624,18,Fan2,864748201.44,10.05,57479,1290062949.64,17.22,44480,17.22,47905.53,4.32,9.76,0.21,0.17,0.21,5.18,5.18,89020143884.89,17.22,10.9,87.95,3.66,60.31,1.57,0.06,93.95,1,0.06,6.05,14.45,15.9,26.05,26.01,26.01,2475.19,792062,2479.37,793397,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.51,8.61,32,50
3597,gaussian,624,19,Fan1,732352941.18,4.5,5944,1092095588.24,4.5,5440,0.66,63.81,0.06,39.14,0.22,0.0,0.23,5.74,5.74,33723529411.76,0.48,4.5,51.3,0.05,1.45,2.69,0.09,93.54,1,0.06,6.46,28.41,31.01,44.34,41.62,41.62,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.43,17.87,64,100
3598,gaussian,624,20,Fan2,862338362.07,10.02,57429,1287614493.53,16.56,44544,16.56,48284.94,4.31,9.68,0.2,0.17,0.2,5.12,5.12,88452586206.9,16.56,10.79,91.48,3.65,61.82,1.65,0.07,93.44,1,0.07,6.56,14.48,15.94,25.19,25.14,25.14,2464.06,788499,2469.78,790330,16,24336,16,0,0,0,389376,9.51,32,128,32,64,5.18,8.09,32,50
3599,gaussian,624,21,Fan1,711764705.88,4.64,5801,1066023284.31,4.64,5440,0.67,61.11,0.06,40.81,0.22,0.0,0.24,5.99,5.99,33782352941.18,0.5,4.64,51.3,0.05,1.45,3.01,0.09,93.32,1,0.07,6.68,28.37,30.97,47.98,45.03,45.03,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,11.21,17.51,64,100
3600,gaussian,624,22,Fan2,860172537.74,10.1,57244,1284110651.81,15.27,44512,15.27,46272.01,4.3,8.43,0.21,0.17,0.21,5.32,5.32,88924514737.6,15.27,10.1,86.04,3.65,62.63,1.53,0.07,93.53,1,0.06,6.47,14.5,15.96,23.7,23.66,23.66,2455.93,785898,2460.03,787210,16,24336,16,0,0,0,389376,9.51,32,128,32,64,4.69,7.34,32,50
3601,gaussian,624,23,Fan1,736842105.26,4.41,6011,1098044590.64,4.41,5472,0.65,59.94,0.06,41.54,0.23,0.0,0.24,6.11,6.11,33269005847.95,0.48,4.41,51.3,0.05,1.45,2.75,0.09,93.71,1,0.06,6.29,28.34,30.94,46.67,43.8,43.8,3.44,1100,3.66,1172,512,2,17,0,0,0,1024,0.01,32,5,32,4,10.82,16.9,64,100
